QueryID,ResponseID,QueryName,ResponseName,ReleaseDate,RequiredAge,DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,RecommendationCount,PublisherCount,ScreenshotCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,AchievementHighlightedCount,ControllerSupport,IsFree,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal
366260,366260,METAL SLUG 2,METAL SLUG 2,Apr 14 2016,0,0,1,0,0,1,1,0,1,12,29772.0,4516.0,6457.0,2103.0,15.0,10.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,6.99,6.99
366270,366270,SHOCK TROOPERS,SHOCK TROOPERS,May 18 2016,0,0,1,0,0,1,1,0,1,7,17038.0,3416.0,2690.0,1357.0,15.0,10.0,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
366280,366280,TWINKLE STAR SPRITES,TWINKLE STAR SPRITES,May 26 2016,0,0,1,0,0,1,1,0,1,8,18114.0,3522.0,4304.0,1717.0,15.0,10.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
366290,366290,Carp Fishing Simulator,Carp Fishing Simulator,Apr 28 2015,0,0,1,0,0,1,1,105,1,13,9147.0,2503.0,3408.0,1527.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,USD,12.99,12.99
366320,366320,Seasons after Fall,Seasons after Fall,Sep 2 2016,0,0,1,0,76,2,1,219,1,9,34794.0,4882.0,22598.0,3934.0,21.0,10.0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
366350,366350,ROGUS - Kingdom of The Lost Souls,ROGUS - Kingdom of The Lost Souls,Jun 30 2015,0,0,1,0,0,1,1,0,1,8,5739.0,1982.0,1070.0,1046.0,20.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
366400,366400,Dead Star,Dead Star,Apr 5 2016,0,0,1,3,0,1,1,0,1,11,2690.0,1357.0,2690.0,1357.0,47.0,10.0,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
366410,366410,Ludoku,Ludoku,May 25 2015,0,0,1,0,0,1,1,0,1,5,5919.0,2013.0,717.0,701.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
366440,366440,Savage Resurrection,Savage Resurrection,Aug 18 2016,0,0,1,1,0,2,1,869,1,7,65463.0,6696.0,48066.0,5738.0,48.0,10.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,USD,19.99,19.99
366460,366460,Pavel Quest,Pavel Quest,May 13 2015,0,0,1,0,0,1,1,0,1,5,2332.0,1263.0,1351.0,1182.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
366510,366510,Ruzar - The Life Stone,Ruzar - The Life Stone,Dec 2 2015,0,0,1,1,0,1,1,0,1,28,1076.0,858.0,897.0,783.0,40.0,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,12.99,12.99
366530,366530,Esenthel Engine,Esenthel Engine,Apr 2015,0,0,1,0,0,4,0,0,1,15,107251.0,8570.0,35691.0,4944.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
366550,366550,Zeuxis : procedural texture generator,Zeuxis : procedural texture generator,Jun 2 2015,0,1,1,0,0,1,1,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,USD,6.99,6.99
366570,366570,CastleAbra,CastleAbra,Jun 5 2015,0,0,1,0,0,1,1,0,1,8,3408.0,1527.0,544.0,1065.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,6.99,6.99
366580,366580,Fazbear Nightmare,Fazbear Nightmare,TBA,0,0,2,0,0,1,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False, ,0.0,0.0
366590,366590,Prompt,Prompt,Jul 6 2015,0,1,1,1,0,1,1,0,1,9,3408.0,1527.0,1614.0,1051.0,13.0,10.0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
366600,366600,Withstand: Apotheosis,Withstand: Apotheosis,Jul 31 2015,0,0,1,0,0,1,1,0,1,6,3946.0,1644.0,1793.0,1108.0,15.0,10.0,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
366610,366610,Not without my donuts,Not without my donuts,Apr 28 2015,0,0,2,0,0,1,1,0,2,9,11299.0,2782.0,5919.0,2013.0,0.0,0.0,True,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,USD,3.99,3.99
366620,366620,Broken Bots,Broken Bots,Jun 8 2016,0,0,1,0,0,1,1,0,1,5,5022.0,1854.0,2511.0,1311.0,20.0,10.0,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,6.99,6.99
366640,366640,Shiness: The Lightning Kingdom,Shiness: The Lightning Kingdom,2016,0,0,1,0,0,3,1,0,1,9,1793.0,1108.0,540.0,747.0,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,29.99,25.49
366670,366670,The Travels of Marco Polo,The Travels of Marco Polo,May 6 2015,0,0,1,0,0,1,1,0,1,5,2152.0,1214.0,717.0,701.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,6.99,6.99
366690,366690,Cue Club 2,Cue Club 2: Pool & Snooker,Mar 7 2016,0,0,1,0,0,4,1,0,1,20,1873.0,1384.0,1873.0,1384.0,26.0,10.0,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,USD,18.99,18.99
366700,366700,Breakout Invaders,Breakout Invaders,Apr 24 2015,0,0,1,0,0,1,1,0,1,10,23674.0,4027.0,2511.0,1311.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99
366760,366760,Adorables,Adorables,Mar 30 2016,0,0,1,0,0,2,1,401,1,18,94338.0,8038.0,73175.0,7079.0,46.0,10.0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,USD,2.99,2.99
366780,366780,Magical Eyes - Red is for Anguish,Magical Eyes - Red is for Anguish,Mar 30 2016,0,0,1,0,77,1,1,0,1,12,2690.0,1357.0,2152.0,1214.0,13.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
366800,366800,Mainland,Mainland,May 8 2015,0,0,3,0,0,1,0,195,1,10,108327.0,8613.0,33000.0,4754.0,0.0,0.0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False, ,0.0,0.0
366810,366810,Dungeon Hero,Dungeon Hero,Jul 7 2015,0,0,1,0,0,1,1,0,1,29,18832.0,3591.0,4842.0,1821.0,0.0,0.0,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,USD,6.99,6.99
366842,311210,Call of Duty: Black Ops III - Zombies,Call of Duty(r): Black Ops III,Nov 5 2015,17,0,1,4,0,10,3,44352,1,15,0.0,0.0,0.0,0.0,77.0,10.0,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,59.99,59.99
366860,366860,Spy Bugs,Spy Bugs,Jun 26 2015,0,0,1,0,0,1,1,0,1,13,7891.0,2325.0,1614.0,1051.0,23.0,10.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,USD,9.99,9.99
366870,366870,Narcosis,Narcosis,2016,0,0,1,0,0,2,0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False, ,0.0,0.0
366890,366890,Zombie Zoeds,Zombie Zoeds,May 20 2015,0,0,1,0,0,2,1,879,1,9,166795.0,10687.0,108327.0,8613.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,USD,3.99,3.99
366910,366910,The Long Journey Home,The Long Journey Home,Q4 2016,0,0,1,0,0,1,0,0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False, ,0.0,0.0
366960,366960,SECTOR,SECTOR,Jun 29 2015,0,0,1,0,0,0,0,0,1,8,60800.0,6453.0,4663.0,1787.0,0.0,0.0,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
366970,366970,Mighty Switch Force! Hyper Drive Edition,Mighty Switch Force! Hyper Drive Edition,Jun 25 2015,0,0,1,0,85,1,1,165,1,6,12375.0,2911.0,7712.0,2298.0,14.0,10.0,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
366990,366990,Puzzle Station 15th Anniversary Retro Release,Puzzle Station 15th Anniversary Retro Release,Apr 30 2015,0,0,2,0,0,1,1,0,1,5,14348.0,3135.0,1793.0,1108.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,3.99,3.99
367000,367000,Fine Sweeper,Fine Sweeper,May 25 2015,0,0,1,0,0,1,1,268,1,11,51294.0,5927.0,25288.0,4162.0,19.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99
367010,367010,Vernon's Legacy,Vernons Legacy,Mar 30 2016,0,0,1,0,0,1,1,0,1,8,6277.0,2073.0,2690.0,1357.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,USD,11.99,11.99
367020,367020,No One But You,No One But You,Jan 19 2016,0,1,1,1,0,2,1,141,2,10,5560.0,1951.0,2690.0,1357.0,18.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,USD,9.99,9.99
367030,367030,Lootfest,Lootfest,May 14 2015,0,0,1,0,0,2,1,0,1,26,3946.0,1644.0,2690.0,1357.0,3.0,3.0,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,USD,0.99,0.99
367040,367040,InsanZ - Retro Survival Horror,InsanZ - Retro Survival Horror,Apr 27 2015,0,0,1,2,0,1,1,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
367050,367050,Vindicator: Uprising,Vindicator: Uprising,Jul 3 2015,0,0,1,0,0,1,1,0,1,5,0.0,0.0,0.0,0.0,31.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,2.99,2.99
367060,367060,Helena The 3rd,Helena The 3rd,May 1 2015,0,0,1,0,0,1,1,0,1,5,6098.0,2043.0,808.0,912.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,0.99,0.99
367080,367080,Songbringer,Songbringer,2016,0,0,1,0,0,1,0,0,1,9,808.0,912.0,1088.0,1507.0,0.0,0.0,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False, ,0.0,0.0
367110,367110,Dustbowl,Dustbowl,May 18 2015,0,0,1,1,0,1,1,0,1,8,3228.0,1487.0,2511.0,1311.0,45.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,USD,8.99,8.99
367120,367120,Seduce Me the Otome,Seduce Me the Otome,Jun 4 2015,16,0,1,2,0,1,0,1445,1,6,231720.0,12596.0,111555.0,8741.0,25.0,10.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False, ,0.0,0.0
367140,367140,Wish Project,Wish Project,Mar 22 2016,0,0,1,0,0,1,1,0,1,12,1793.0,1108.0,897.0,783.0,21.0,10.0,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
367220,367220,Egyptian Settlement Gold,Egyptian Settlement Gold,May 12 2015,0,0,1,0,0,1,1,0,1,7,1076.0,858.0,897.0,783.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,USD,7.99,7.99
367240,367240,Avenging Angel,Avenging Angel,Jun 1 2015,0,0,1,0,0,1,1,0,1,14,8788.0,2453.0,5022.0,1854.0,7.0,7.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,USD,9.99,9.99
367260,367260,Dwarven Brawl Bros,Dwarven Brawl Bros,Jun 25 2015,0,0,1,0,0,1,1,0,1,13,1435.0,991.0,2177.0,2131.0,20.0,10.0,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
367270,367270,Angels Fall First,Angels Fall First,Oct 1 2015,0,0,1,0,0,2,1,663,1,15,28875.0,4447.0,26544.0,4264.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,USD,17.99,17.99
367300,367300,Pixel Star,Pixel Star,May 22 2015,0,0,1,0,0,1,1,0,1,5,22419.0,3919.0,14169.0,3115.0,17.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
367340,367340,FleetCOMM,FleetCOMM,May 23 2016,0,0,4,1,0,1,1,0,2,19,2332.0,1263.0,533.0,1044.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
367350,367350,Demon Hearts,Demon Hearts,Aug 7 2015,0,0,1,0,0,1,1,0,1,7,11658.0,2826.0,7353.0,2244.0,12.0,10.0,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,3.99,3.99
367430,367430,Redshift Blueshift,One Ship Two Ship Redshift Blueshift,Sep 23 2015,0,0,1,0,0,1,1,0,1,5,7533.0,2271.0,4125.0,1681.0,21.0,10.0,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,USD,8.99,8.99
367450,367450,Poly Bridge,Poly Bridge,Jul 12 2016,0,0,1,1,73,1,2,1117,1,6,260416.0,13352.0,253421.0,13172.0,22.0,10.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,11.99,11.99
367500,367500,Dragon's Dogma: Dark Arisen,Dragons Dogma: Dark Arisen,Jan 15 2016,17,0,1,2,81,2,1,5853,1,17,579299.0,19906.0,492315.0,18353.0,59.0,10.0,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,USD,29.99,29.99
367550,367550,Rugby League Team Manager 2015,Rugby League Team Manager 2015,Jun 19 2015,0,0,1,0,0,1,1,0,1,68,7353.0,2244.0,7174.0,2217.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,USD,19.99,19.99
367570,367570,oO,oO,Jul 6 2015,0,0,2,0,0,2,1,639,1,6,40354.0,5257.0,26902.0,4293.0,6.0,6.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,0.99,0.99
367580,367580,Hook,Hook,Jul 6 2015,0,0,2,0,0,1,1,3155,1,5,92365.0,7954.0,68512.0,6850.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,0.99,0.99
367600,367600,Skyshine's BEDLAM,Skyshines BEDLAM,Sep 16 2015,0,0,1,0,67,2,2,573,1,20,41968.0,5361.0,29234.0,4475.0,21.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
367660,367660,UfoPilot : Astro-Creeps Elite,UfoPilot : Astro-Creeps Elite,May 5 2015,0,0,1,0,0,1,1,0,1,13,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
367670,367670,Controller Companion,Controller Companion,May 4 2015,0,0,1,0,0,3,1,1116,1,7,75865.0,7208.0,69229.0,6886.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
367700,367700,SHOFER Race Driver,SHOFER Race Driver,Jun 30 2015,0,0,1,0,0,3,1,0,1,6,10223.0,2646.0,538.0,607.0,25.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,USD,11.99,11.99
367710,367710,Afterlife Empire,Afterlife Empire,Aug 21 2015,0,0,2,0,0,1,1,0,1,5,4663.0,1787.0,2870.0,1402.0,8.0,8.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,USD,4.99,4.99
367780,367780,Aero's Quest,Aeros Quest,Jun 8 2015,0,0,2,0,0,2,1,0,1,10,14707.0,3174.0,8788.0,2453.0,14.0,10.0,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
367800,367800,Diamond Deeps,Diamond Deeps,Jun 1 2015,0,0,1,0,0,1,1,0,1,7,2511.0,1311.0,533.0,1044.0,6.0,6.0,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
367820,367820,Decromancer,Decromancer,Oct 13 2015,0,0,1,0,0,1,1,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,USD,9.99,9.99
367990,367990,3D Paraglider,3D Paraglider,Aug 3 2015,0,0,1,0,0,1,1,0,1,30,0.0,0.0,0.0,0.0,5.0,5.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,USD,1.99,1.99
368050,368050,Almightree: The Last Dreamer,Almightree: The Last Dreamer,Sep 7 2015,0,0,1,0,0,1,1,0,1,10,9147.0,2503.0,5739.0,1982.0,18.0,10.0,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99
368070,368070,Sniper Ghost Warrior 3,Sniper Ghost Warrior 3,Jan 27 2017,18,0,1,1,0,2,1,0,1,7,1076.0,858.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,49.99,49.99
368080,368080,Aurion: Legacy of the Kori-Odan,Aurion: Legacy of the Kori-Odan,Apr 14 2016,0,0,1,1,69,2,1,0,1,7,3408.0,1527.0,2332.0,1263.0,159.0,10.0,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,USD,19.99,19.99
368140,368140,Tobari and the Night of the Curious Moon,Tobari and the Night of the Curious Moon,May 26 2015,0,1,1,0,0,1,1,0,1,10,3228.0,1487.0,1614.0,1051.0,48.0,10.0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
368150,368150,Rising Angels: Hope,Rising Angels: Hope,Mar 18 2016,0,0,1,0,0,1,1,0,1,6,1076.0,858.0,535.0,740.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,14.99,14.99
368160,368160,WORLD END ECONOMiCA episode.02,WORLD END ECONOMiCA episode.02,Jul 21 2015,0,0,1,0,0,1,1,108,1,5,23674.0,4027.0,5022.0,1854.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,12.99,12.99
368180,368180,Polyball,Polyball,Jun 4 2015,0,0,1,0,0,1,1,104,1,20,10940.0,2737.0,6098.0,2043.0,20.0,10.0,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,USD,14.99,14.99
368220,368220,Close Combat : Panthers in the Fog,Close Combat - Panthers in the Fog,May 14 2015,0,0,1,0,0,1,1,0,1,6,7353.0,2244.0,4484.0,1752.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,39.99,39.99
368250,368250,Valiant: Resurrection,Valiant: Resurrection,May 8 2015,0,0,1,1,0,1,1,0,1,10,4484.0,1752.0,1793.0,1108.0,13.0,10.0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,USD,9.99,9.99
368290,368290,Visibility,Visibility,May 25 2015,0,0,1,0,0,1,0,0,1,5,26006.0,4220.0,2511.0,1311.0,17.0,10.0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False, ,0.0,0.0
368310,368310,Marble Muse,Marble Muse,Aug 14 2015,0,0,1,0,0,1,1,0,1,7,1076.0,858.0,717.0,701.0,10.0,10.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,USD,9.99,9.99
368340,368340,CrossCode,CrossCode,May 15 2015,0,1,1,0,0,1,1,628,1,17,57392.0,6270.0,22957.0,3965.0,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,USD,19.99,19.99
368360,368360,60 Seconds!,60 Seconds!,May 25 2015,0,0,1,0,0,2,1,2623,1,15,238356.0,12775.0,227057.0,12468.0,42.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,USD,9.99,9.99
368370,368370,Her Story,Her Story,Jun 24 2015,0,0,1,0,86,1,1,2975,1,5,268486.0,13557.0,170382.0,10801.0,13.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,USD,5.99,5.99
368390,368390,The Darkside Detective,The Darkside Detective,Q4 2016,0,1,1,0,0,2,0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False, ,0.0,0.0
368430,368430,Through the Woods,Through the Woods,October 2016,0,0,1,0,0,1,0,0,1,9,6277.0,2073.0,4125.0,1681.0,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False, ,0.0,0.0
368450,368450,Rememoried,Rememoried,Aug 31 2015,0,0,1,0,0,1,1,0,1,10,9506.0,2551.0,4484.0,1752.0,3.0,3.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
368470,368470,GeoVox,GeoVox,May 22 2015,0,0,1,0,0,1,3,0,1,14,7353.0,2244.0,2152.0,1214.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,USD,39.99,39.99
368500,368500,Assassin's Creed Syndicate,Assassins Creed(r) Syndicate,Nov 18 2015,17,0,1,9,74,2,2,3808,1,13,234589.0,12673.0,195132.0,11559.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,39.99,39.99
368570,368570,Beat Da Beat,Beat Da Beat,Mar 10 2016,0,0,1,0,0,1,1,0,1,5,2140.0,1480.0,803.0,906.0,10.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,1.99,1.99
368590,368590,Albert and Otto: The Adventure Begins,Albert and Otto,Oct 28 2015,0,0,1,1,0,2,2,215,1,14,25826.0,4206.0,12196.0,2890.0,12.0,10.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,0.99
368600,368600,Terra Nova: Strike Force Centauri,Terra Nova: Strike Force Centauri,Jul 23 2015,0,0,1,0,0,3,1,0,1,9,5739.0,1982.0,3049.0,1445.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,USD,5.99,5.99
368610,368610,The Enchanted Cave 2,The Enchanted Cave 2,Jun 3 2015,0,0,1,0,0,1,1,153,1,5,12196.0,2890.0,11120.0,2760.0,14.0,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,USD,4.99,4.99
368620,368620,Timespinner,Timespinner, ,0,0,1,0,0,1,0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False, ,0.0,0.0
368640,368640,htoL#NiQ: The Firefly Diary,htoL#NiQ: The Firefly Diary,May 18 2016,0,0,1,0,0,1,1,0,1,8,7891.0,2325.0,5919.0,2013.0,24.0,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,USD,14.99,14.99
368650,368650,Dark Echo,Dark Echo,May 11 2015,0,0,1,0,0,1,1,404,1,5,32642.0,4728.0,25109.0,4147.0,3.0,3.0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
368670,368670,Professor Teaches® Windows® 8.1,Professor Teaches(r) Windows(r) 8.1,Jun 10 2015,0,0,1,0,0,1,1,0,1,16,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
368680,368680,Super Mutant Alien Assault,Super Mutant Alien Assault,Jul 11 2016,0,0,1,0,0,1,1,0,1,6,2152.0,1214.0,1793.0,1108.0,17.0,10.0,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
368690,368690,Chronoclysm,Chronoclysm,Nov 12 2015,0,0,1,0,0,1,1,0,1,5,6277.0,2073.0,1347.0,1178.0,11.0,10.0,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,8.99,8.99
